Publication	Sample-type	Surface-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Cuzzone et al. (2016)	boulder	Cuzz2016-22	Cuzz2016-G	Swe-45	65.01	19.4	239	2	2.65	1	56875	2666	07KNSTD	0	0	0	2011	11200	500	-	-	10289	728	484	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-23	Cuzz2016-G	Swe-46	65.01	19.4	249	2	2.65	1	58480	5050	07KNSTD	0	0	0	2011	11300	1000	-	-	10485	1064	908	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-24	Cuzz2016-H	Swe-51	65.76	18.5	461	2	2.65	1	65704	2587	07KNSTD	0	0	0	2011	9900	400	-	-	9614	634	379	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-25	Cuzz2016-H	Swe-53	65.79	18.51	475	2	2.65	1	74431	2627	07KNSTD	0	0	0	2011	11100	400	-	-	10779	686	381	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-26	Cuzz2016-H	Swe-55	65.76	18.5	497	2	2.65	1	66548	4047	07KNSTD	0	0	0	2011	9700	600	-	-	9421	760	574	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-27	Cuzz2016-H	Swe-56	65.76	18.5	490	2	2.65	1	69074	4934	07KNSTD	0	0	0	2011	10100	800	-	-	9850	877	705	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-28	Cuzz2016-H	Swe-57	65.79	18.51	475	2	2.65	1	68896	4585	07KNSTD	0	0	0	2011	10300	700	-	-	9966	849	665	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-29	Cuzz2016-I	Swe-66	66.7	19.8	438	2	2.65	1	52654	3987	07KNSTD	0	0	0	2011	8100	600	-	-	7841	725	595	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-30	Cuzz2016-I	Swe-73	66.69	19.865	291	2	2.65	1	55471	2851	07KNSTD	0	0	0	2011	9900	500	-	-	9497	701	489	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-31	Cuzz2016-I	Swe-76	66.69	19.865	291	2	2.65	1	55553	2572	07KNSTD	0	0	0	2011	9900	500	-	-	9511	669	441	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-32	Cuzz2016-J	Swe-67	66.6	19.8	298	2	2.65	1	52492	2812	07KNSTD	0	0	0	2011	9300	500	-	-	8935	673	480	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-33	Cuzz2016-J	Swe-72	66.58	19.86	300	2	2.65	1	49618	15902	07KNSTD	0	0	0	2011	8800	2800	-	-	8410	2737	2701	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-34	Cuzz2016-K	Swe-75	66.5	19.8	283	2	2.65	1	53452	3795	07KNSTD	0	0	0	2011	9600	700	-	-	9233	819	657	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-35	Cuzz2016-L	Swe-59	66.7	16.1	640	2	2.65	1	82532	2641	07KNSTD	0	0	0	2011	10200	300	-	-	10205	631	327	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-36	Cuzz2016-L	Swe-61	66.7	16.3	640	2	2.65	1	68519	3224	07KNSTD	0	0	0	2011	8400	400	-	-	8446	598	398	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-37	Cuzz2016-L	Swe-62	66.7	16.05	640	2	2.65	1	77739	6718	07KNSTD	0	0	0	2011	9600	800	-	-	9596	974	831	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-38	Cuzz2016-L	Swe-63	66.7	16.3	640	2	2.65	1	64878	6179	07KNSTD	0	0	0	2011	8000	800	-	-	8001	873	764	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-39	Cuzz2016-M	Fin-01	61.076	26.806	126	2	2.65	1	53244	3249	07KNSTD	0	0	0	2011	11200	700	-	-	10929	884	669	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-40	Cuzz2016-M	Fin-02	61.076	26.806	126	2	2.65	1	54384	4672	07KNSTD	0	0	0	2011	11400	1000	-	-	11161	1128	961	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-41	Cuzz2016-M	Fin-05	61.07	26.8	124	2	2.65	1	53272	2747	07KNSTD	0	0	0	2011	11200	600	-	-	10959	811	567	-	-	-	Cuzzone et al. (2014)
Cuzzone et al. (2016)	boulder	Cuzz2016-42	Cuzz2016-M	Fin-08	61.06	26.8	138	2	2.65	1	56041	2580	07KNSTD	0	0	0	2011	11600	500	-	-	11374	799	525	-	-	-	Cuzzone et al. (2014)
