Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Briner et al. (2005b)	cobble	Brin2005b-51	Brin2005b-AB	CF02-125	70.38800	-68.93385	293	3	2.65	0.999	93000	4000	KNSTD	0	0	0	2002	13700	600	-	-	14318	1079	618	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-52	Brin2005b-AC	CF02-23	70.52252	-68.83818	140	3	2.65	1	87000	3000	KNSTD	0	0	0	2002	14900	500	-	-	15619	1107	541	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-53	Brin2005b-AC	CF02-26	70.51778	-68.82257	122	3	2.65	1	133000	5000	KNSTD	0	0	0	2002	23400	900	-	-	24382	1770	922	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-54	Brin2005b-AC	CF2-01-2	70.53100	-68.85183	137	3	2.65	1	183000	5000	KNSTD	0	0	0	2001	31700	800	-	-	33118	2250	912	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-55	Brin2005b-AC	CF2-01-1	70.51086	-68.80447	132	3	2.65	1	202000	6000	KNSTD	0	0	0	2001	35200	1000	-	-	36777	2538	1102	-	-	-	-
Briner et al. (2005b)	cobble	Brin2005b-56	Brin2005b-AC	AL3-01-1	70.51578	-68.86511	132	3	2.65	1	256000	6000	KNSTD	0	0	0	2001	44800	1100	-	-	46732	3115	1108	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-57	Brin2005b-AC	CF02-27	70.51737	-68.82138	121	3	2.65	1	429000	11000	KNSTD	0	0	0	2002	76500	1900	-	-	79858	5434	2089	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-58	Brin2005b-AD	CF02-164	70.46253	-68.99647	444	3	2.65	1	127000	8000	KNSTD	0	0	0	2002	16200	1100	-	-	16825	1488	1064	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-59	Brin2005b-AE	CF02-21	70.54430	-68.85400	149	3	2.65	1	96000	3000	KNSTD	0	0	0	2002	16300	600	-	-	17086	1185	536	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-60	Brin2005b-AF	CF02-12	70.54875	-68.79432	211	3	2.65	1	111000	4000	KNSTD	0	0	0	2002	17800	600	-	-	18559	1330	672	-	-	-	-
Briner et al. (2005b)	boulder	Brin2005b-61	Brin2005b-AF	CF02-14	70.54877	-68.80310	218	3	2.65	1	202000	5000	KNSTD	0	0	0	2002	32300	900	-	-	33678	2254	841	-	-	-	-
