Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Menounos et al. (2017)	boulder	Meno2017-21	Meno2017-G	12-ad04	60.65830	-138.32273	1757	3	2.7	0.9912	221117	15539	07KNSTD	0	0	0	2012	10766	1044	-	-	10934	980	770	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-22	Meno2017-G	12-ad05	60.65830	-138.32273	1772	3	2.7	0.9962	219491	12389	07KNSTD	0	0	0	2012	10271	870	-	-	10651	844	603	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-23	Meno2017-G	12-ad06	60.65830	-138.32273	1772	3	2.7	0.9963	244931	8966	07KNSTD	0	0	0	2012	12005	727	-	-	11912	792	437	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-24	Meno2017-G	12-ad07	60.65830	-138.32273	1758	3	2.7	0.9963	225100	9997	07KNSTD	0	0	0	2012	9618	772	-	-	11068	787	493	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-25	Meno2017-H	12-ad08	60.65830	-138.32273	1691	3	2.7	0.9867	207759	15906	07KNSTD	0	0	0	2012	10990	989	-	-	10881	1030	835	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-26	Meno2017-H	12-ad09	60.65830	-138.32273	1692	3	2.7	0.9893	213468	9074	07KNSTD	0	0	0	2012	10499	811	-	-	11143	779	475	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-27	Meno2017-I	12-bl05	60.11480	-136.42245	1414	3	2.7	0.9898	183234	10078	07KNSTD	0	0	0	2012	10081	983	-	-	12108	947	668	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-28	Meno2017-J	12-si01	59.94820	-135.11848	1485	3	2.7	0.9818	181280	8283	07KNSTD	0	0	0	2012	11689	536	-	-	11399	820	522	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-29	Meno2017-J	12-si02	59.94820	-135.11848	1485	3	2.7	0.9812	174465	6503	07KNSTD	0	0	0	2012	11297	421	-	-	10979	734	410	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-30	Meno2017-J	12-si03	59.94820	-135.11848	1485	3	2.7	0.9808	208739	7477	07KNSTD	0	0	0	2012	13522	486	-	-	13152	869	473	-	-	-	-
